PathwayID	PathwayTitle	Identifier	name	Ensembl	WPNodeIDType	CNVassociated	WPNodeID
WP408	Oxidative stress response	CHEBI:26523	MtROS, ROS, ROS production, Reactive Oxygen  Species (ROS), Reactive Oxygen Species, Reactive Oxygen Species (ROS), Reactive oxygen species, Reactive oxygen species  (ROS), Reactive oxygen species (ROS), reactive oxygen species		chebi	NA	CHEBI:26523
WP4906, WP5408	15q25 copy number variation, 3q29 copy number variation syndrome	CHEBI:29999	L-serine residue		chebi	1	CHEBI:29999
WP4905	1q21.1 copy number variation syndrome	ENSG00000268043	NBPF12	ENSG00000268043	ensembl	1	ENSG00000268043
WP4905	1q21.1 copy number variation syndrome	HMDB0001429	Phosphate, Pi		hmdb	1	HMDB0001429
WP5408	15q25 copy number variation	CHEBI:58165	cAMP		chebi	1	CHEBI:58165
WP4932	7q11.23 copy number variation syndrome	ENSG00000238391	RNA5SP233	ENSG00000238391	ensembl	1	ENSG00000238391
WP5407	15q11q13 copy number variation	CHEBI:37136	Ba2+		chebi	1	CHEBI:37136
WP4906	3q29 copy number variation syndrome	ENSG00000225822	UBXN7-AS1	ENSG00000225822	ensembl	1	ENSG00000225822
WP5408	15q25 copy number variation	CHEBI:16704	Uridine		chebi	1	CHEBI:16704
WP5412	8q11.23 (RB1CC1) copy number variation	http://rdf.wikipathways.org/Pathway/WP5412_r127218/Complex/f080c	Autophagy initiation complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP5412_r127218/Complex/f080c
WP4932	7q11.23 copy number variation syndrome	ENSG00000135390	ATP5MC2	ENSG00000135390	ensembl	1	ENSG00000135390
WP4905	1q21.1 copy number variation syndrome	ENSG00000278811	LINC00624	ENSG00000278811	ensembl	1	ENSG00000278811
WP4906	3q29 copy number variation syndrome	CHEBI:29033	Fe(II)-cytochrome b5, Fe2+, Iron(2+), iron, iron(2+)		chebi	1	CHEBI:29033
WP5346	8p23.1 copy number variation syndrome	CHEBI:50058	[thioredoxin]-disulfide		chebi	1	CHEBI:50058
WP5407	15q11q13 copy number variation	ENSG00000136854	STXBP1	ENSG00000136854	ensembl	1	ENSG00000136854
WP5402	10q22q23 copy number variation	ENSG00000188100	FAM25A	ENSG00000188100	ensembl	1	ENSG00000188100
WP4657	22q11.2 copy number variation syndrome	CHEBI:58178	1-phosphatidyl-1D-myo-inositol 4-phosphate(3−), Phosphatidylinositol-4-phosphate (PIP), PtdIns(4)P		chebi	1	CHEBI:58178
WP5408	15q25 copy number variation	http://rdf.wikipathways.org/Pathway/WP5408_r129009/Complex/db596	Signal peptidase complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP5408_r129009/Complex/db596
WP4657	22q11.2 copy number variation syndrome	ENSG00000070193	FGF10	ENSG00000070193	ensembl	1	ENSG00000070193
WP4932	7q11.23 copy number variation syndrome	O75533	SF3B1	ENSG00000115524	uniprot	1	O75533
WP5346	8p23.1 copy number variation syndrome	ENSG00000177710	SLC35G5	ENSG00000177710	ensembl	1	ENSG00000177710
WP3584	MECP2 and associated Rett syndrome	ENSG00000101412	E2F1	ENSG00000101412	ensembl	NA	ENSG00000101412
WP4932	7q11.23 copy number variation syndrome	CHEBI:17234	FFA, Glc, Glucose, glucose		chebi	1	CHEBI:17234
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	WP1793	Cell junction organization, Tight junction, Tight junctions		wikipathways	1	WP1793
WP4657	22q11.2 copy number variation syndrome	268	Notch signalling		wikipathways	1	268
WP3584	MECP2 and associated Rett syndrome	ENSG00000187605	TET3	ENSG00000187605	ensembl	NA	ENSG00000187605
WP3584	MECP2 and associated Rett syndrome	ENSG00000138685	FGF2	ENSG00000138685	ensembl	NA	ENSG00000138685
WP5346	8p23.1 copy number variation syndrome	ENSG00000147601	TERF1	ENSG00000147601	ensembl	1	ENSG00000147601
WP5402	10q22q23 copy number variation	ENSG00000171984	SHLD1	ENSG00000171984	ensembl	1	ENSG00000171984
WP3584	MECP2 and associated Rett syndrome	ENSG00000082556	OPRK1	ENSG00000082556	ensembl	NA	ENSG00000082556
WP4906	3q29 copy number variation syndrome	ENSG00000114503	NCBP2	ENSG00000114503	ensembl	1	ENSG00000114503
WP5408	15q25 copy number variation	ENSG00000168959	GRM5	ENSG00000168959	ensembl	1	ENSG00000168959
WP4657	22q11.2 copy number variation syndrome	MIMAT0017998	hsa-miR-3618		mirbase.mature	1	MIMAT0017998
WP4657	22q11.2 copy number variation syndrome	CHEBI:15035	retinal		chebi	1	CHEBI:15035
WP5407	15q11q13 copy number variation	ENSG00000183153	GJD3	ENSG00000183153	ensembl	1	ENSG00000183153
WP5346	8p23.1 copy number variation syndrome	CHEBI:138102	4-O-(ADP-D-ribosyl)-L-aspartyl residue		chebi	1	CHEBI:138102
WP408	Oxidative stress response	ENSG00000007952	NOX1	ENSG00000007952	ensembl	NA	ENSG00000007952
WP4657	22q11.2 copy number variation syndrome	ENSG00000244486	SCARF2	ENSG00000244486	ensembl	1	ENSG00000244486
WP4222	Phosphodiesterases in neuronal function	ENSG00000173175	ADCY5	ENSG00000173175	ensembl	NA	ENSG00000173175
WP4657	22q11.2 copy number variation syndrome	ENSG00000100401	RANGAP1	ENSG00000100401	ensembl	1	ENSG00000100401
WP3584	MECP2 and associated Rett syndrome	ENSG00000138675	FGF5	ENSG00000138675	ensembl	NA	ENSG00000138675
WP5408	15q25 copy number variation	ENSG00000251322	SHANK3	ENSG00000251322	ensembl	1	ENSG00000251322
WP4657	22q11.2 copy number variation syndrome	ENSG00000095596	CYP26A1	ENSG00000095596	ensembl	1	ENSG00000095596
WP4222	Phosphodiesterases in neuronal function	ENSG00000174840	PDE12	ENSG00000174840	ensembl	NA	ENSG00000174840
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000166912	MTMR10	ENSG00000166912	ensembl	1	ENSG00000166912
WP4657	22q11.2 copy number variation syndrome	ENSG00000099917	ARC105, MED15	ENSG00000099917	ensembl	1	ENSG00000099917
WP3584	MECP2 and associated Rett syndrome	ENSG00000102974	CTCF	ENSG00000102974	ensembl	NA	ENSG00000102974
WP5402	10q22q23 copy number variation	ENSG00000109320	NF-KB, NF-kB, NFKB, NFKB1, NFKB1 p105, NFkB, p50, p50/p52	ENSG00000109320	ensembl	1	ENSG00000109320
WP4906	3q29 copy number variation syndrome	ENSG00000213123	TCTEX1D2	ENSG00000213123	ensembl	1	ENSG00000213123
WP5402	10q22q23 copy number variation	ENSG00000122367	LDB3	ENSG00000122367	ensembl	1	ENSG00000122367
WP3584	MECP2 and associated Rett syndrome	ENSG00000234906	APOC2	ENSG00000234906	ensembl	NA	ENSG00000234906
WP4906	3q29 copy number variation syndrome	ENSG00000163961	RNF168	ENSG00000163961	ensembl	1	ENSG00000163961
WP3584	MECP2 and associated Rett syndrome	HMDB0000259	5-HT, Serotonin		hmdb	NA	HMDB0000259
WP4906	3q29 copy number variation syndrome	ENSG00000235897	TM4SF19-AS1	ENSG00000235897	ensembl	1	ENSG00000235897
WP408	Oxidative stress response	1543	CYP1A1	ENSG00000140465	ncbigene	NA	1543
WP4657	22q11.2 copy number variation syndrome	MIMAT0000707	hsa-miR-363		mirbase.mature	1	MIMAT0000707
WP4932	7q11.23 copy number variation syndrome	ENSG00000176410	DNAJC30	ENSG00000176410	ensembl	1	ENSG00000176410
WP5402	10q22q23 copy number variation	ENSG00000151224	MAT1A	ENSG00000151224	ensembl	1	ENSG00000151224
WP4657	22q11.2 copy number variation syndrome	ENSG00000099904	ZDHHC8	ENSG00000099904	ensembl	1	ENSG00000099904
WP3584	MECP2 and associated Rett syndrome	MIMAT0000425	hsa-miR-130a		mirbase.mature	NA	MIMAT0000425
WP4875, WP4932, WP5407	15q11q13 copy number variation, 7q11.23 copy number variation syndrome, Disruption of postsynaptic signaling by CNV	ENSG00000106089	STX1A	ENSG00000106089	ensembl	1	ENSG00000106089
WP4906	3q29 copy number variation syndrome	ENSG00000214097	SMCO1	ENSG00000214097	ensembl	1	ENSG00000214097
WP4657	22q11.2 copy number variation syndrome	MIMAT0000451	hsa-miR-150		mirbase.mature	1	MIMAT0000451
WP4932	7q11.23 copy number variation syndrome	ENSG00000105989	WNT2	ENSG00000105989	ensembl	1	ENSG00000105989
WP5402	10q22q23 copy number variation	ENSG00000164754	RAD21	ENSG00000164754	ensembl	1	ENSG00000164754
WP4657	22q11.2 copy number variation syndrome	ENSG00000236670	KRT18P5	ENSG00000236670	ensembl	1	ENSG00000236670
WP4906	3q29 copy number variation syndrome	WP3878	ATM signaling network		wikipathways	1	WP3878
WP4906	3q29 copy number variation syndrome	ENSG00000213066	FGFR1OP	ENSG00000213066	ensembl	1	ENSG00000213066
WP4222	Phosphodiesterases in neuronal function	ENSG00000155897	ADCY8	ENSG00000155897	ensembl	NA	ENSG00000155897
WP4906	3q29 copy number variation syndrome	ENSG00000173757	STAT5B	ENSG00000173757	ensembl	1	ENSG00000173757
WP5402	10q22q23 copy number variation	ENSG00000199104	MIR346	ENSG00000199104	ensembl	1	ENSG00000199104
WP5346	8p23.1 copy number variation syndrome	ENSG00000136574	GATA4	ENSG00000136574	ensembl	1	ENSG00000136574
WP4657	22q11.2 copy number variation syndrome	Q189101	Cellular proliferation, Proliferation		wikidata	1	Q189101
WP408	Oxidative stress response	2878	GPX 3, GPX3	ENSG00000211445	ncbigene	NA	2878
WP4906	3q29 copy number variation syndrome	71557891	FRAX1036		pubchem.compound	1	71557891
WP4906	3q29 copy number variation syndrome	ENSG00000264364	DYNLL2	ENSG00000264364	ensembl	1	ENSG00000264364
WP4906	3q29 copy number variation syndrome	ENSG00000100644	HIF1A, Hypoxia-inducible  factor-1 alpha	ENSG00000100644	ensembl	1	ENSG00000100644
WP3584	MECP2 and associated Rett syndrome	ENSG00000197971	MBP	ENSG00000197971	ensembl	NA	ENSG00000197971
WP5408	15q25 copy number variation	ENSG00000117394	GLUT1, SLC2A1	ENSG00000117394	ensembl	1	ENSG00000117394
WP4657	22q11.2 copy number variation syndrome	MI0006443	hsa-mir-1306	ENSG00000284464	mirbase	1	MI0006443
WP4657	22q11.2 copy number variation syndrome	ENSG00000250261	CCDC74BP1	ENSG00000250261	ensembl	1	ENSG00000250261
WP3584	MECP2 and associated Rett syndrome	ENSG00000096060	FKBP5	ENSG00000096060	ensembl	NA	ENSG00000096060
WP4906	3q29 copy number variation syndrome	ENSG00000005810	MYCBP2	ENSG00000005810	ensembl	1	ENSG00000005810
WP4222	Phosphodiesterases in neuronal function	HMDB0003540	AMP		hmdb	NA	HMDB0003540
WP4932	7q11.23 copy number variation syndrome	ENSG00000091140	DLD	ENSG00000091140	ensembl	1	ENSG00000091140
WP5408	15q25 copy number variation	CHEBI:17748	Thymidine		chebi	1	CHEBI:17748
WP5402	10q22q23 copy number variation	ENSG00000188373	C10orf99	ENSG00000188373	ensembl	1	ENSG00000188373
WP4940	15q11.2 copy number variation syndrome	ENSG00000170113	NIPA1	ENSG00000170113	ensembl	1	ENSG00000170113
WP5407	15q11q13 copy number variation	ENSG00000198752	CDC42BPB	ENSG00000198752	ensembl	1	ENSG00000198752
WP5407	15q11q13 copy number variation	ENSG00000166405	RIC3	ENSG00000166405	ensembl	1	ENSG00000166405
WP4657, WP5346	22q11.2 copy number variation syndrome, 8p23.1 copy number variation syndrome	ENSG00000181856	GATA4, GLUT1, GLUT4, SLC2A4	ENSG00000181856	ensembl	1	ENSG00000181856
WP5402	10q22q23 copy number variation	ENSG00000122378	PRXL2A	ENSG00000122378	ensembl	1	ENSG00000122378
WP3584	MECP2 and associated Rett syndrome	ENSG00000159176	CSRP1	ENSG00000159176	ensembl	NA	ENSG00000159176
WP4932	7q11.23 copy number variation syndrome	ENSG00000232415	ELN-AS1	ENSG00000232415	ensembl	1	ENSG00000232415
WP5346	8p23.1 copy number variation syndrome	CHEBI:167181	2'-deoxyribonucleotide-(2'- deoxyribose 5'-phosphate)- 2'-deoxyribonucleotide-DNA		chebi	1	CHEBI:167181
WP4222	Phosphodiesterases in neuronal function	ENSG00000186642	PDE2, PDE2A	ENSG00000186642	ensembl	NA	ENSG00000186642
WP4906	3q29 copy number variation syndrome	ENSG00000201441	RNU6-646P	ENSG00000201441	ensembl	1	ENSG00000201441
WP4905	1q21.1 copy number variation syndrome	WP368	Fatty acid b-oxidation, Fatty acid oxidation, Mitochondrial LC-Fatty Acid Beta-Oxidation, Mitochondrial long chain  fatty acid beta-oxidation, mitochondrial beta-oxidation		wikipathways	1	WP368
WP4657	22q11.2 copy number variation syndrome	ENSG00000281548	LINC00895	ENSG00000281548	ensembl	1	ENSG00000281548
WP5346	8p23.1 copy number variation syndrome	3137320	Talazoparib		chembl.compound	1	3137320
WP4657	22q11.2 copy number variation syndrome	WP481	Insulin Receptor Signalling Pathway, Insulin Signaling, Insulin action, Insulin signaling, Insulin signaling pathway		wikipathways	1	WP481
WP4905	1q21.1 copy number variation syndrome	ENSG00000201142	RNU1-151P	ENSG00000201142	ensembl	1	ENSG00000201142
WP4657	22q11.2 copy number variation syndrome	ENSG00000234409	CCDC188	ENSG00000234409	ensembl	1	ENSG00000234409
WP5402	10q22q23 copy number variation	CHEBI:16810	2-Ketoglutarate, 2-ketoglutarate, 2-oxo-glutarate, 2-oxoglutarate, Alpha-ketoglutarate, KG, a-Ketoglutarate, a-ketoglutarate, alpha-ketoglutarate, α-ketoglutarate		chebi	1	CHEBI:16810
WP5346	8p23.1 copy number variation syndrome	CHEBI:16044	L-methionyl-[protein]		chebi	1	CHEBI:16044
WP5406	13q12.12 copy number variation	ENSG00000151835	SACS	ENSG00000151835	ensembl	1	ENSG00000151835
WP4906	3q29 copy number variation syndrome	ENSG00000233487	RPSAP69	ENSG00000233487	ensembl	1	ENSG00000233487
WP5407	15q11q13 copy number variation	ENSG00000118900	UBN1	ENSG00000118900	ensembl	1	ENSG00000118900
WP4932	7q11.23 copy number variation syndrome	ENSG00000241837	ATP5O	ENSG00000241837	ensembl	1	ENSG00000241837
WP4657	22q11.2 copy number variation syndrome	CPX-5226	39S mitochondrial large  ribosomal subunit		complexportal	1	CPX-5226
WP4222	Phosphodiesterases in neuronal function	ENSG00000113231	PDE8B	ENSG00000113231	ensembl	NA	ENSG00000113231
WP4657	22q11.2 copy number variation syndrome	ENSG00000264346	SNORA77B	ENSG00000264346	ensembl	1	ENSG00000264346
WP4222	Phosphodiesterases in neuronal function	ENSG00000132915	PDE6A	ENSG00000132915	ensembl	NA	ENSG00000132915
WP4932	7q11.23 copy number variation syndrome	CHEBI:17996	Chloride, Cl-		chebi	1	CHEBI:17996
WP4932	7q11.23 copy number variation syndrome	ENSG00000106638	TBL2	ENSG00000106638	ensembl	1	ENSG00000106638
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	ENSG00000163347	CLDN1	ENSG00000163347	ensembl	1	ENSG00000163347
WP4932	7q11.23 copy number variation syndrome	Q9NR30	DDX21	ENSG00000165732	uniprot	1	Q9NR30
WP4906	3q29 copy number variation syndrome	CHEBI:37563	CTP, CTP4−		chebi	1	CHEBI:37563
WP4657	22q11.2 copy number variation syndrome	ENSG00000183072	NKX2-5	ENSG00000183072	ensembl	1	ENSG00000183072
WP4657	22q11.2 copy number variation syndrome	ENSG00000070371	CLTCL1	ENSG00000070371	ensembl	1	ENSG00000070371
WP3584	MECP2 and associated Rett syndrome	ENSG00000168769	TET2	ENSG00000168769	ensembl	NA	ENSG00000168769
WP4905	1q21.1 copy number variation syndrome	CHEBI:16027	ADENOSINE MONOPHOSPHATE, AMP		chebi	1	CHEBI:16027
WP4657	22q11.2 copy number variation syndrome	ENSG00000172175	MALT1	ENSG00000172175	ensembl	1	ENSG00000172175
WP4932	7q11.23 copy number variation syndrome	ENSG00000172071	EIF2AK3, PERK	ENSG00000172071	ensembl	1	ENSG00000172071
WP4657, WP4932, WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome, 22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	CHEBI:14321	Glutamate, glutamate		chebi	1	CHEBI:14321
WP5406	13q12.12 copy number variation	ENSG00000232977	LINC00327	ENSG00000232977	ensembl	1	ENSG00000232977
WP4932	7q11.23 copy number variation syndrome	WP23	B Cell Receptor  Signaling Pathway, B cell receptor  signaling pathway, B cell receptor signaling		wikipathways	1	WP23
WP3584	MECP2 and associated Rett syndrome	ENSG00000138336	TET1	ENSG00000138336	ensembl	NA	ENSG00000138336
WP5346	8p23.1 copy number variation syndrome	CHEBI:136412	5'-end 5'-monophospho- 2'-deoxyribonucleoside-DNA		chebi	1	CHEBI:136412
WP5402	10q22q23 copy number variation	ENSG00000015171	ZMYND11	ENSG00000015171	ensembl	1	ENSG00000015171
WP4657	22q11.2 copy number variation syndrome	ENSG00000164093	PITX2	ENSG00000164093	ensembl	1	ENSG00000164093
WP4932	7q11.23 copy number variation syndrome	MI0015893	hsa-mir-4284	ENSG00000265724	mirbase	1	MI0015893
WP3584	MECP2 and associated Rett syndrome	ENSG00000134986	NREP	ENSG00000134986	ensembl	NA	ENSG00000134986
WP5402	10q22q23 copy number variation	ENSG00000156970	BUB1B	ENSG00000156970	ensembl	1	ENSG00000156970
WP408	Oxidative stress response	ENSG00000255346	NOX5	ENSG00000255346	ensembl	NA	ENSG00000255346
WP4657	22q11.2 copy number variation syndrome	ENSG00000107831	FGF8	ENSG00000107831	ensembl	1	ENSG00000107831
WP4657	22q11.2 copy number variation syndrome	ENSG00000108424	KPNB1, importin beta	ENSG00000108424	ensembl	1	ENSG00000108424
WP5402, WP5408	10q22q23 copy number variation, 15q25 copy number variation	ENSG00000140600	SH3GL3	ENSG00000140600	ensembl	1	ENSG00000140600
WP4657	22q11.2 copy number variation syndrome	ENSG00000099937	SERPIND1	ENSG00000099937	ensembl	1	ENSG00000099937
WP4657	22q11.2 copy number variation syndrome	PF00804	Syntaxin		pfam	1	PF00804
WP3584, WP4657, WP5406	13q12.12 copy number variation, 22q11.2 copy number variation syndrome, MECP2 and associated Rett syndrome	ENSG00000105695	MAG	ENSG00000105695	ensembl	1	ENSG00000105695
WP5408	15q25 copy number variation	http://rdf.wikipathways.org/Pathway/WP5408_r129009/Complex/bbeca	Actin-related protein 2/3 complex		Complex	1	http://rdf.wikipathways.org/Pathway/WP5408_r129009/Complex/bbeca
WP4657	22q11.2 copy number variation syndrome	ENSG00000065154	OAT	ENSG00000065154	ensembl	1	ENSG00000065154
WP4657	22q11.2 copy number variation syndrome	ENSG00000103148	NPRL3	ENSG00000103148	ensembl	1	ENSG00000103148
WP4906	3q29 copy number variation syndrome	3001028	Estrone sulfate		pubchem.compound	1	3001028
WP4932	7q11.23 copy number variation syndrome	ENSG00000049541	RFC2	ENSG00000049541	ensembl	1	ENSG00000049541
WP4905	1q21.1 copy number variation syndrome	ENSG00000226015	CCT8P1	ENSG00000226015	ensembl	1	ENSG00000226015
WP4657	22q11.2 copy number variation syndrome	ENSG00000161149	TUBA3FP	ENSG00000161149	ensembl	1	ENSG00000161149
WP5408	15q25 copy number variation	P53677	AP3M2	ENSG00000070718	uniprot	1	P53677
WP5346	8p23.1 copy number variation syndrome	ENSG00000166224	SGPL1	ENSG00000166224	ensembl	1	ENSG00000166224
WP4942, WP5407	15q11q13 copy number variation, 15q13.3 copy number variation syndrome	ENSG00000169926	KLF13	ENSG00000169926	ensembl	1	ENSG00000169926
WP5408	15q25 copy number variation	ENSG00000121274	TENT4B	ENSG00000121274	ensembl	1	ENSG00000121274
WP5346	8p23.1 copy number variation syndrome	ENSG00000079459	FDFT, FDFT1	ENSG00000079459	ensembl	1	ENSG00000079459
WP5346	8p23.1 copy number variation syndrome	ENSG00000188175	HEPACAM2	ENSG00000188175	ensembl	1	ENSG00000188175
WP4932	7q11.23 copy number variation syndrome	ENSG00000225969	ABHD11-AS1	ENSG00000225969	ensembl	1	ENSG00000225969
WP5346	8p23.1 copy number variation syndrome	ENSG00000136573	BLK	ENSG00000136573	ensembl	1	ENSG00000136573
WP5408	15q25 copy number variation	ENSG00000136383	ALPK3	ENSG00000136383	ensembl	1	ENSG00000136383
WP4942	15q13.3 copy number variation syndrome	ENSG00000277031	RN7SL796P	ENSG00000277031	ensembl	1	ENSG00000277031
WP4875	Disruption of postsynaptic signaling by CNV	9379	NRXN2	ENSG00000110076	ncbigene	NA	9379
WP3584	MECP2 and associated Rett syndrome	MIMAT0004561	hsa-miR-187-5p		mirbase.mature	NA	MIMAT0004561
WP5402	10q22q23 copy number variation	ENSG00000185737	NRG3	ENSG00000185737	ensembl	1	ENSG00000185737
WP4940, WP5346, WP5402, WP5407	10q22q23 copy number variation, 15q11.2 copy number variation syndrome, 15q11q13 copy number variation, 8p23.1 copy number variation syndrome	CHEBI:18420	MG2+, Magnesium 2+, Mg(2+), Mg2+, Mg2+ [Golgi membrane], Mg2+ [plasma membrane]		chebi	1	CHEBI:18420
WP4905	1q21.1 copy number variation syndrome	ENSG00000244371	PFN1P8	ENSG00000244371	ensembl	1	ENSG00000244371
WP4942	15q13.3 copy number variation syndrome	WP3569	Fanconi Anemia Pathway		wikipathways	1	WP3569
WP3584	MECP2 and associated Rett syndrome	MIMAT0000454	hsa-miR-184		mirbase.mature	NA	MIMAT0000454
WP3584	MECP2 and associated Rett syndrome	ENSG00000176165	FOXG1	ENSG00000176165	ensembl	NA	ENSG00000176165
WP4906	3q29 copy number variation syndrome	ENSG00000119227	PIGZ	ENSG00000119227	ensembl	1	ENSG00000119227
WP4905	1q21.1 copy number variation syndrome	CHEBI:16269	N,N-dimethylaniline		chebi	1	CHEBI:16269
WP5399	NPHP1 deletion syndrome	ENSG00000050820	BCAR1	ENSG00000050820	ensembl	1	ENSG00000050820
WP4657	22q11.2 copy number variation syndrome	ENSG00000183597	TANGO2	ENSG00000183597	ensembl	1	ENSG00000183597
WP4657, WP4932	22q11.2 copy number variation syndrome, 7q11.23 copy number variation syndrome	CHEBI:18357	L-noradrenaline, NAd, NAd [clathrin-sculpted glutamate transport vesicle lumen], Norepinephrine		chebi	1	CHEBI:18357
WP3584	MECP2 and associated Rett syndrome	MIMAT0000263	hsa-miR-199b-5p		mirbase.mature	NA	MIMAT0000263
WP4906	3q29 copy number variation syndrome	ENSG00000105697	HAMP, foetal HAMP?	ENSG00000105697	ensembl	1	ENSG00000105697
WP4932	7q11.23 copy number variation syndrome	ENSG00000139722	VPS37B	ENSG00000139722	ensembl	1	ENSG00000139722
WP4932	7q11.23 copy number variation syndrome	ENSG00000144895	EIF2A	ENSG00000144895	ensembl	1	ENSG00000144895
WP4942	15q13.3 copy number variation syndrome	ENSG00000259179	UBE2CP4	ENSG00000259179	ensembl	1	ENSG00000259179
WP4222	Phosphodiesterases in neuronal function	HMDB0003378	NO, Nitric oxide		hmdb	NA	HMDB0003378
WP5407	15q11q13 copy number variation	ENSG00000261247	GOLGA8T	ENSG00000261247	ensembl	1	ENSG00000261247
WP4657	22q11.2 copy number variation syndrome	CHEBI:29016	Arginine, L-arginine, arginine		chebi	1	CHEBI:29016
WP5407	15q11q13 copy number variation	Q8IY18	SMC5	ENSG00000198887	uniprot	1	Q8IY18
WP4906	3q29 copy number variation syndrome	ENSG00000163975	MELTF	ENSG00000163975	ensembl	1	ENSG00000163975
WP3584	MECP2 and associated Rett syndrome	ENSG00000168394	TAP1	ENSG00000168394	ensembl	NA	ENSG00000168394
WP4905	1q21.1 copy number variation syndrome	ENSG00000277762	RN7SL261P	ENSG00000277762	ensembl	1	ENSG00000277762
WP4906	3q29 copy number variation syndrome	ENSG00000109670	FBXW7	ENSG00000109670	ensembl	1	ENSG00000109670
WP4932	7q11.23 copy number variation syndrome	ENSG00000163520	FBLN2	ENSG00000163520	ensembl	1	ENSG00000163520
WP4906	3q29 copy number variation syndrome	ENSG00000138036	DYNC2LI1	ENSG00000138036	ensembl	1	ENSG00000138036
WP5398	NRXN1 deletion syndrome	MI0000279	hsa-mir-196a-2	ENSG00000207924	mirbase	1	MI0000279
WP4875, WP5408	15q25 copy number variation, Disruption of postsynaptic signaling by CNV	ENSG00000152822	GRM1	ENSG00000152822	ensembl	1	ENSG00000152822
WP5346	8p23.1 copy number variation syndrome	ENSG00000152595	MEPE	ENSG00000152595	ensembl	1	ENSG00000152595
WP4657	22q11.2 copy number variation syndrome	ENSG00000094916	CBX5	ENSG00000094916	ensembl	1	ENSG00000094916
WP4657	22q11.2 copy number variation syndrome	ENSG00000164402	SEPTIN8	ENSG00000164402	ensembl	1	ENSG00000164402
WP4932	7q11.23 copy number variation syndrome	ENSG00000009954	BAZ1B	ENSG00000009954	ensembl	1	ENSG00000009954
WP4657	22q11.2 copy number variation syndrome	ENSG00000161133	USP41	ENSG00000161133	ensembl	1	ENSG00000161133
WP4905	1q21.1 copy number variation syndrome	ENSG00000111725	AMPK, PRKAB1	ENSG00000111725	ensembl	1	ENSG00000111725
WP4906	3q29 copy number variation syndrome	ENSG00000186575	NF2	ENSG00000186575	ensembl	1	ENSG00000186575
WP4932	7q11.23 copy number variation syndrome	ENSG00000111640	GAPDH	ENSG00000111640	ensembl	1	ENSG00000111640
WP4942	15q13.3 copy number variation syndrome	PF00153	ADP/ATP translocases		pfam	1	PF00153
WP3584	MECP2 and associated Rett syndrome	ENSG00000017427	IGF1, insulin/IGF1	ENSG00000017427	ensembl	NA	ENSG00000017427
WP5407	15q11q13 copy number variation	ENSG00000263155	MYZAP	ENSG00000263155	ensembl	1	ENSG00000263155
WP4657	22q11.2 copy number variation syndrome	ENSG00000099901	RANBP1	ENSG00000099901	ensembl	1	ENSG00000099901
WP4657	22q11.2 copy number variation syndrome	ENSG00000215012	RTL10	ENSG00000215012	ensembl	1	ENSG00000215012
WP4657	22q11.2 copy number variation syndrome	ENSG00000184436	THAP7	ENSG00000184436	ensembl	1	ENSG00000184436
WP5346	8p23.1 copy number variation syndrome	ENSG00000244682	FCGR2C	ENSG00000244682	ensembl	1	ENSG00000244682
WP5407	15q11q13 copy number variation	Q8N140	EID3	ENSG00000255150	uniprot	1	Q8N140
WP5402	10q22q23 copy number variation	ENSG00000107779	BMPR1, BMPR1A	ENSG00000107779	ensembl	1	ENSG00000107779
WP3584	MECP2 and associated Rett syndrome	ENSG00000114790	ARHGEF26	ENSG00000114790	ensembl	NA	ENSG00000114790
WP4932	7q11.23 copy number variation syndrome	ENSG00000071462	BUD23	ENSG00000071462	ensembl	1	ENSG00000071462
WP3584	MECP2 and associated Rett syndrome	ENSG00000173786	CNP	ENSG00000173786	ensembl	NA	ENSG00000173786
WP5399	NPHP1 deletion syndrome	ENSG00000119509	INVS	ENSG00000119509	ensembl	1	ENSG00000119509
WP5402	10q22q23 copy number variation	ENSG00000122375	OPN4	ENSG00000122375	ensembl	1	ENSG00000122375
WP4932, WP5346	7q11.23 copy number variation syndrome, 8p23.1 copy number variation syndrome	CHEBI:82620	L-tyrosine-O-phosphate(2−) residue, O-phospho-L-tyrosyl-[protein]		chebi	1	CHEBI:82620
WP5399, WP5412	8q11.23 (RB1CC1) copy number variation, NPHP1 deletion syndrome	ENSG00000120899	PTK2B	ENSG00000120899	ensembl	1	ENSG00000120899
WP4906	3q29 copy number variation syndrome	ENSG00000270170	NCBP2AS2	ENSG00000270170	ensembl	1	ENSG00000270170
WP5346	8p23.1 copy number variation syndrome	IPR000837	AP-1		interpro	1	IPR000837
WP4932	7q11.23 copy number variation syndrome	ENSG00000172757	CFL1	ENSG00000172757	ensembl	1	ENSG00000172757
WP4942	15q13.3 copy number variation syndrome	ENSG00000259845	HERC2P10	ENSG00000259845	ensembl	1	ENSG00000259845
WP5346	8p23.1 copy number variation syndrome	CHEBI:157695	3'-end 2'-deoxyribonucleotide- (2,3-dehydro-2,3-deoxyribose  5'-phosphate)-DNA		chebi	1	CHEBI:157695
