Ensembl	KEid	KE_title	AOid	AO_title	AOPid	AOP_title
ENSG00000131979	https://identifiers.org/aop.events/2117	Increase, goblet cell number	https://identifiers.org/aop.events/1250	Decrease, Lung function	https://identifiers.org/aop/148	EGFR Activation Leading to Decreased Lung Function
ENSG00000132535	https://identifiers.org/aop.events/382	Aberrant, Dendritic morphology	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/13	Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities
ENSG00000132541	https://identifiers.org/aop.events/682	Generation, Amplified excitatory postsynaptic potential (EPSP)	https://identifiers.org/aop.events/613	Occurrence, Epileptic seizure	https://identifiers.org/aop/10	Binding to the picrotoxin site of ionotropic GABA receptors leading to epileptic seizures in adult brain
ENSG00000132549	https://identifiers.org/aop.events/1522	Inhibition, Chitin synthase 1	https://identifiers.org/aop.events/350	Increase, Mortality	https://identifiers.org/aop/342; https://identifiers.org/aop/360	Chitin synthase 1 inhibition leading to mortality; S-adenosylmethionine depletion leading to population decline (1)
ENSG00000132661	https://identifiers.org/aop.events/1193	N/A, Breast Cancer	https://identifiers.org/aop.events/1192; https://identifiers.org/aop.events/1193; https://identifiers.org/aop.events/1194; https://identifiers.org/aop.events/185	Increase, DNA damage; Increase, Mutations; Increased, Ductal Hyperplasia ; N/A, Breast Cancer	https://identifiers.org/aop/200; https://identifiers.org/aop/293; https://identifiers.org/aop/294; https://identifiers.org/aop/439	Activation of the AhR leading to breast cancer ; Estrogen receptor activation leading to breast cancer  ; Increased DNA damage leading to increased risk of breast cancer; Increased reactive oxygen and nitrogen species (RONS) leading to increased risk of breast cancer
ENSG00000132670	https://identifiers.org/aop.events/1394	Induction, persistent proliferation/sustained proliferation	https://identifiers.org/aop.events/1395	Liver Cancer	https://identifiers.org/aop/220	Cyp2E1 Activation Leading to Liver Cancer
ENSG00000132688	https://identifiers.org/aop.events/979	Interference, nuclear localization of NFAT	https://identifiers.org/aop.events/984	Impairment, T-cell dependent antibody response	https://identifiers.org/aop/154	Inhibition of Calcineurin Activity Leading to Impaired T-Cell Dependent Antibody Response
ENSG00000132693	https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/1439; https://identifiers.org/aop.events/1438	Hyperinflammation; Systemic acute phase response; Transcription of genes encoding acute phase proteins, Increased	https://identifiers.org/aop.events/1843; https://identifiers.org/aop.events/1868; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/1443; https://identifiers.org/aop.events/1443	Hyperinflammation; Increased Mortality; Multi Organ Failure involving Acute Respiratory Distress Syndrome; Atherosclerosis; Atherosclerosis	https://identifiers.org/aop/377; https://identifiers.org/aop/392; https://identifiers.org/aop/406; https://identifiers.org/aop/468; https://identifiers.org/aop/237; https://identifiers.org/aop/237	Binding of SARS-CoV-2 to ACE2 leads to hyperinflammation (via cell death); Decreased fibrinolysis and activated bradykinin system leading to hyperinflammation; Dysregulated prolonged Toll Like Receptor 9 (TLR9) activation leading to Multi Organ Failure involving Acute Respiratory Distress Syndrome (ARDS); SARS-CoV-2 infection leading to hyperinflammation; Substance interaction with lung resident cell membrane components leading to atherosclerosis; Substance interaction with lung resident cell membrane components leading to atherosclerosis
ENSG00000133216	https://identifiers.org/aop.events/1457; https://identifiers.org/aop.events/1982	Induction, Epithelial Mesenchymal Transition; metastatic breast cancer	https://identifiers.org/aop.events/1276; https://identifiers.org/aop.events/1458; https://identifiers.org/aop.events/1588; https://identifiers.org/aop.events/1982; https://identifiers.org/aop.events/1982	Bronchiolitis obliterans; Lung fibrosis; Pulmonary fibrosis; metastatic breast cancer; metastatic breast cancer	https://identifiers.org/aop/206; https://identifiers.org/aop/241; https://identifiers.org/aop/280; https://identifiers.org/aop/347; https://identifiers.org/aop/415; https://identifiers.org/aop/443; https://identifiers.org/aop/443	DNA damage and mutations leading to Metastatic Breast Cancer; Aryl hydrocarbon receptor activation leading to lung fibrosis through IL-6 toxicity pathway; Latent Transforming Growth Factor beta1 activation leads to pulmonary fibrosis; Peroxisome proliferator-activated receptors γ inactivation leading to lung fibrosis; Toll-like receptor 4 activation and peroxisome proliferator-activated receptor gamma inactivation leading to pulmonary fibrosis; α-diketone-induced bronchiolitis obliterans; DNA damage and mutations leading to Metastatic Breast Cancer
ENSG00000133636	https://identifiers.org/aop.events/1854	Dysregulation, ACE2 expression and activity	https://identifiers.org/aop.events/1276	Lung fibrosis	https://identifiers.org/aop/319	Binding to ACE2 leading to lung fibrosis
ENSG00000133661	https://identifiers.org/aop.events/1498	Loss of alveolar capillary membrane integrity	https://identifiers.org/aop.events/1250; https://identifiers.org/aop.events/1458	Decrease, Lung function; Pulmonary fibrosis	https://identifiers.org/aop/173; https://identifiers.org/aop/302	Lung surfactant function inhibition leading to decreased lung function; Substance interaction with the pulmonary resident cell membrane components leading to pulmonary fibrosis
ENSG00000133710	https://identifiers.org/aop.events/2192	Influenza A Virus production increased	https://identifiers.org/aop.events/2194	Influenza A Virus (IAV) shedding and transmission	https://identifiers.org/aop/506	Binding of Influenza A Virus (IAV) to Sialic Acid Glycan Receptor leads to viral infection proliferation
ENSG00000133742	https://identifiers.org/aop.events/757; https://identifiers.org/aop.events/192; https://identifiers.org/aop.events/618; https://identifiers.org/aop.events/386; https://identifiers.org/aop.events/758	Hippocampal anatomy, Altered ; Altered, Neurophysiology; Decreased, Neuronal network function in adult brain; Decrease of neuronal network function; Hippocampal Physiology, Altered	https://identifiers.org/aop.events/319; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/1016; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1583; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/350; https://identifiers.org/aop.events/351; https://identifiers.org/aop.events/637; https://identifiers.org/aop.events/896; https://identifiers.org/aop.events/1941; https://identifiers.org/aop.events/2150; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/563; https://identifiers.org/aop.events/566; https://identifiers.org/aop.events/2121; https://identifiers.org/aop.events/2122; https://identifiers.org/aop.events/319; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402	Cognitive Function, Decreased ; Impairment, Learning and memory; Loss, Cochlear function; Cognitive Function, Decreased; Encephalitis; Impairment, Learning and memory; Increase, Mortality; Increase, seizure; Increased Mortality; Increased, epilepsy; Inhibition, Feeding; Parkinsonian motor deficits; Sensory axonal peripheral neuropathy; impaired, Learning and memory; Cognitive Function, Decreased ; Death/Failure, Colony; Impairment, Learning and memory; Memory Loss; Neurological disorder; impaired, Larval development; Cognitive Function, Decreased ; Impairment, Learning and memory; Loss, Cochlear function; decreased, Intellectual Quotient; increased, Economic Burden	https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/300; https://identifiers.org/aop/42; https://identifiers.org/aop/442; https://identifiers.org/aop/8; https://identifiers.org/aop/65; https://identifiers.org/aop/450; https://identifiers.org/aop/471; https://identifiers.org/aop/48; https://identifiers.org/aop/13; https://identifiers.org/aop/17; https://identifiers.org/aop/405; https://identifiers.org/aop/429; https://identifiers.org/aop/475; https://identifiers.org/aop/501; https://identifiers.org/aop/54; https://identifiers.org/aop/78; https://identifiers.org/aop/90; https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/300; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/490; https://identifiers.org/aop/8	Binding to voltage gate sodium channels during development leads to cognitive impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity ; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid Receptor Antagonism and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of AChE and activation of CYP2E1 leading to sensory axonal peripheral neuropathy and mortality; Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Various neuronal effects induced by elavl3, sox10, and mbp; A cholesterol/glucose dysmetabolism initiated Tau-driven AOP toward memory loss (AO) in sporadic Alzheimer's Disease with plausible MIE's plug-ins for environmental neurotoxicants; Binding of chemicals to ionotropic glutamate receptors leads to impairment of learning and memory via loss of drebrin from dendritic spines of neurons; Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Excessive iron accumulation leading to neurological disorders; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Nicotinic acetylcholine receptor activation contributes to abnormal role change within the worker bee caste leading to colony death failure 1; Nicotinic acetylcholine receptor activation contributes to abnormal roll change within the worker bee caste leading to colony loss/failure 2; Organo-Phosphate Chemicals induced inhibition of AChE  leading to impaired cognitive function; AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Co-activation of IP3R and RyR leads to economic burden through reduced IQ and non-cholinergic mechanisms; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity ; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid Receptor Antagonism and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Upregulation of Thyroid Hormone Catabolism via Activation of Hepatic Nuclear Receptors, and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
