Ensembl	KEid	KEtitle	AOid	AOtitle	AOPid	AOPtitle
ENSG00000090534	https://identifiers.org/aop.events/425; https://identifiers.org/aop.events/279; https://identifiers.org/aop.events/277; https://identifiers.org/aop.events/281	Decrease of Thyroidal iodide; Thyroperoxidase, Inhibition; Thyroid hormone synthesis, Decreased;  Thyroxine (T4) in serum, Decreased	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402	Cognitive Function, Decreased ; Impairment, Learning and memory; Cognitive Function, Decreased ; Increase, seizure; Cognitive Function, Decreased ; Impairment, Learning and memory; Increase, seizure; Cognitive Function, Decreased ; Impairment, Learning and memory	https://identifiers.org/aop/134; https://identifiers.org/aop/54; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/134; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65; https://identifiers.org/aop/134; https://identifiers.org/aop/152; https://identifiers.org/aop/42; https://identifiers.org/aop/458; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid peroxidase (TPO) inhibition leads to periventricular heterotopia formation in the developing rat brain; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid peroxidase (TPO) inhibition leads to periventricular heterotopia formation in the developing rat brain; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity ; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000091137	https://identifiers.org/aop.events/616	Occurrence, A paroxysmal depolarizing shift	https://identifiers.org/aop.events/613	Occurrence, Epileptic seizure	https://identifiers.org/aop/10	Binding to the picrotoxin site of ionotropic GABA receptors leading to epileptic seizures in adult brain
ENSG00000092068	https://identifiers.org/aop.events/1488; https://identifiers.org/aop.events/960	Glutamate dyshomeostasis; Increased, Uptake of thyroxine into tissue	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402	Impairment, Learning and memory; Cognitive Function, Decreased	https://identifiers.org/aop/17; https://identifiers.org/aop/152	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000094631	https://identifiers.org/aop.events/1502	Histone deacetylase inhibition	https://identifiers.org/aop.events/1561	Neural tube defects	https://identifiers.org/aop/275; https://identifiers.org/aop/449	Ceramide synthase inhibition leading to neural tube defects ; Histone deacetylase inhibition leads to neural tube defects
ENSG00000099250	https://identifiers.org/aop.events/1738	SARS-CoV-2 cell entry 	https://identifiers.org/aop.events/1875	Cerebrovascular disease (stroke)	https://identifiers.org/aop/395	Binding of Sars-CoV-2 spike protein to ACE 2 receptors expressed on pericytes leads to disseminated intravascular coagulation resulting in cerebrovascular disease (stroke)
ENSG00000100030	https://identifiers.org/aop.events/2146	Activation of mitogen-activated protein kinase kinase, extracellular signal-regulated kinase 1/2	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/499; https://identifiers.org/aop/500	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis; Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release
ENSG00000100294	https://identifiers.org/aop.events/960; https://identifiers.org/aop.events/961	Increased, Uptake of thyroxine into tissue; Increased, Clearance of thyroxine from serum	https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/402	Cognitive Function, Decreased; Cognitive Function, Decreased	https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/458	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity; AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000100362	https://identifiers.org/aop.events/851; https://identifiers.org/aop.events/52	Decrease of GABAergic interneurons; Decreased, Calcium influx	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/352	Impairment, Learning and memory; Impairment, Learning and memory; N/A, Neurodegeneration	https://identifiers.org/aop/54; https://identifiers.org/aop/12; https://identifiers.org/aop/13	Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development induces impairment of learning and memory abilities; Chronic binding of antagonist to N-methyl-D-aspartate receptors (NMDARs) during brain development leads to neurodegeneration with impairment in learning and memory in aging
ENSG00000101187	https://identifiers.org/aop.events/960	Increased, Uptake of thyroxine into tissue	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000101191	https://identifiers.org/aop.events/277	Thyroid hormone synthesis, Decreased	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/402	Cognitive Function, Decreased ; Impairment, Learning and memory; Increase, seizure	https://identifiers.org/aop/134; https://identifiers.org/aop/402; https://identifiers.org/aop/42; https://identifiers.org/aop/459; https://identifiers.org/aop/54; https://identifiers.org/aop/65	AhR activation in the thyroid leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Inhibition of Na+/I- symporter (NIS) leads to learning and memory impairment ; Inhibition of Thyroperoxidase and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Sodium Iodide Symporter (NIS) Inhibition and Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Thyroid peroxidase (TPO) inhibition leads to periventricular heterotopia formation in the developing rat brain; XX Inhibition of Sodium Iodide Symporter and Subsequent Adverse Neurodevelopmental Outcomes in Mammals
ENSG00000101210	https://identifiers.org/aop.events/896	Parkinsonian motor deficits	https://identifiers.org/aop.events/1348; https://identifiers.org/aop.events/1363; https://identifiers.org/aop.events/1841; https://identifiers.org/aop.events/896	Encephalitis; Increase, seizure; Increased, epilepsy; Parkinsonian motor deficits	https://identifiers.org/aop/3; https://identifiers.org/aop/464; https://identifiers.org/aop/471	Calcium overload in dopaminergic neurons of the substantia nigra leading to parkinsonian motor deficits; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits; Various neuronal effects induced by elavl3, sox10, and mbp
ENSG00000102100	https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/961	Displacement, Serum thyroxine (T4) from transthyretin; Increased, Clearance of thyroxine from serum	https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/402	Cognitive Function, Decreased; Cognitive Function, Decreased	https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/458	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity; AhR activation in the liver leading to Subsequent Adverse Neurodevelopmental Outcomes in Mammals; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000102119	https://identifiers.org/aop.events/959; https://identifiers.org/aop.events/958; https://identifiers.org/aop.events/960	Increased, Free serum thyroxine (T4); Displacement, Serum thyroxine (T4) from transthyretin; Increased, Uptake of thyroxine into tissue	https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/402; https://identifiers.org/aop.events/402	Cognitive Function, Decreased; Cognitive Function, Decreased; Cognitive Function, Decreased	https://identifiers.org/aop/152; https://identifiers.org/aop/152; https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity; Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000102683	https://identifiers.org/aop.events/177	N/A, Mitochondrial dysfunction 1	https://identifiers.org/aop.events/341; https://identifiers.org/aop.events/896	Impairment, Learning and memory; Parkinsonian motor deficits	https://identifiers.org/aop/3; https://identifiers.org/aop/48	Binding of agonists to ionotropic glutamate receptors in adult brain causes excitotoxicity that mediates neuronal cell death, contributing to learning and memory impairment.; Inhibition of the mitochondrial complex I of nigro-striatal neurons leads to parkinsonian motor deficits
ENSG00000102882	https://identifiers.org/aop.events/2146	Activation of mitogen-activated protein kinase kinase, extracellular signal-regulated kinase 1/2	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/499; https://identifiers.org/aop/500	Activation of MEK-ERK1/2 leads to deficits in learning and cognition via ROS and apoptosis; Activation of MEK-ERK1/2 leads to deficits in learning and cognition via disrupted neurotransmitter release
ENSG00000103257	https://identifiers.org/aop.events/960	Increased, Uptake of thyroxine into tissue	https://identifiers.org/aop.events/402	Cognitive Function, Decreased	https://identifiers.org/aop/152	Interference with thyroid serum binding protein transthyretin and subsequent adverse human neurodevelopmental toxicity
ENSG00000103490	https://identifiers.org/aop.events/1488	Glutamate dyshomeostasis	https://identifiers.org/aop.events/341	Impairment, Learning and memory	https://identifiers.org/aop/17	Binding of electrophilic chemicals to SH(thiol)-group of proteins and /or to seleno-proteins involved in protection against oxidative stress during brain development leads to impairment of learning and memory
